ID,year
0,2019
1,2019
2,2019
3,2019
4,2020
5,2020
6,2020
7,2020
8,2021
9,2021
10,2021
11,2021
12,2022
13,2022
14,2022
15,2019
16,2019
17,2019
18,2019
19,2020
20,2020
21,2020
22,2020
23,2021
24,2021
25,2021
26,2021
27,2022
28,2022
29,2022
30,2019
31,2019
32,2019
33,2019
34,2020
35,2020
36,2020
37,2020
38,2021
39,2021
40,2021
41,2021
42,2022
43,2022
44,2022
45,2019
46,2019
47,2019
48,2019
49,2020
50,2020
51,2020
52,2020
53,2021
54,2021
55,2021
56,2021
57,2022
58,2022
59,2022
60,2019
61,2019
62,2019
63,2019
64,2020
65,2020
66,2020
67,2020
68,2021
69,2021
70,2021
71,2021
72,2022
73,2022
74,2022
75,2019
76,2019
77,2019
78,2019
79,2020
80,2020
81,2020
82,2020
83,2021
84,2021
85,2021
86,2021
87,2022
88,2022
89,2022
90,2019
91,2019
92,2019
93,2019
94,2020
95,2020
96,2020
97,2020
98,2021
99,2021
100,2021
101,2021
102,2022
103,2022
104,2022
105,2019
106,2019
107,2019
108,2019
109,2020
110,2020
111,2020
112,2020
113,2021
114,2021
115,2021
116,2021
117,2022
118,2022
119,2022
120,2019
121,2019
122,2019
123,2019
124,2020
125,2020
126,2020
127,2020
128,2021
129,2021
130,2021
131,2021
132,2022
133,2022
134,2022
135,2019
136,2019
137,2019
138,2019
139,2020
140,2020
141,2020
142,2020
143,2021
144,2021
145,2021
146,2021
147,2022
148,2022
149,2022
150,2019
151,2019
152,2019
153,2019
154,2020
155,2020
156,2020
157,2020
158,2021
159,2021
160,2021
161,2021
162,2022
163,2022
164,2022
165,2019
166,2019
167,2019
168,2019
169,2020
170,2020
171,2020
172,2020
173,2021
174,2021
175,2021
176,2021
177,2022
178,2022
179,2022
180,2019
181,2019
182,2019
183,2019
184,2020
185,2020
186,2020
187,2020
188,2021
189,2021
190,2021
191,2021
192,2022
193,2022
194,2022
195,2019
196,2019
197,2019
198,2019
199,2020
200,2020
201,2020
202,2020
203,2021
204,2021
205,2021
206,2021
207,2022
208,2022
209,2022
210,2019
211,2019
212,2019
213,2019
214,2020
215,2020
216,2020
217,2020
218,2021
219,2021
220,2021
221,2021
222,2022
223,2022
224,2022
225,2019
226,2019
227,2019
228,2019
229,2020
230,2020
231,2020
232,2020
233,2021
234,2021
235,2021
236,2021
237,2022
238,2022
239,2022
240,2019
241,2019
242,2019
243,2019
244,2020
245,2020
246,2020
247,2020
248,2021
249,2021
250,2021
251,2021
252,2022
253,2022
254,2022
255,2019
256,2019
257,2019
258,2019
259,2020
260,2020
261,2020
262,2020
263,2021
264,2021
265,2021
266,2021
267,2022
268,2022
269,2022
270,2019
271,2019
272,2019
273,2019
274,2020
275,2020
276,2020
277,2020
278,2021
279,2021
280,2021
281,2021
282,2022
283,2022
284,2022
285,2019
286,2019
287,2019
288,2019
289,2020
290,2020
291,2020
292,2020
293,2021
294,2021
295,2021
296,2021
297,2022
298,2022
299,2022
300,2019
301,2019
302,2019
303,2019
304,2020
305,2020
306,2020
307,2020
308,2021
309,2021
310,2021
311,2021
312,2022
313,2022
314,2022
315,2019
316,2019
317,2019
318,2019
319,2020
320,2020
321,2020
322,2020
323,2021
324,2021
325,2021
326,2021
327,2022
328,2022
329,2022
330,2019
331,2019
332,2019
333,2019
334,2020
335,2020
336,2020
337,2020
338,2021
339,2021
340,2021
341,2021
342,2022
343,2022
344,2022
345,2019
346,2019
347,2019
348,2019
349,2020
350,2020
351,2020
352,2020
353,2021
354,2021
355,2021
356,2021
357,2022
358,2022
359,2022
360,2019
361,2019
362,2019
363,2019
364,2020
365,2020
366,2020
367,2020
368,2021
369,2021
370,2021
371,2021
372,2022
373,2022
374,2022
375,2019
376,2019
377,2019
378,2019
379,2020
380,2020
381,2020
382,2020
383,2021
384,2021
385,2021
386,2021
387,2022
388,2022
389,2022
390,2019
391,2019
392,2019
393,2019
394,2020
395,2020
396,2020
397,2020
398,2021
399,2021
400,2021
401,2021
402,2022
403,2022
404,2022
405,2019
406,2019
407,2019
408,2019
409,2020
410,2020
411,2020
412,2020
413,2021
414,2021
415,2021
416,2021
417,2022
418,2022
419,2022
420,2019
421,2019
422,2019
423,2019
424,2020
425,2020
426,2020
427,2020
428,2021
429,2021
430,2021
431,2021
432,2022
433,2022
434,2022
435,2019
436,2019
437,2019
438,2019
439,2020
440,2020
441,2020
442,2020
443,2021
444,2021
445,2021
446,2021
447,2022
448,2022
449,2022
450,2019
451,2019
452,2019
453,2019
454,2020
455,2020
456,2020
457,2020
458,2021
459,2021
460,2021
461,2021
462,2022
463,2022
464,2022
465,2019
466,2019
467,2019
468,2019
469,2020
470,2020
471,2020
472,2020
473,2021
474,2021
475,2021
476,2021
477,2022
478,2022
479,2022
480,2019
481,2019
482,2019
483,2019
484,2020
485,2020
486,2020
487,2020
488,2021
489,2021
490,2021
491,2021
492,2022
493,2022
494,2022
495,2019
496,2019
497,2019
498,2019
499,2020
500,2020
501,2020
502,2020
503,2021
504,2021
505,2021
506,2021
507,2022
508,2022
509,2022
510,2019
511,2019
512,2019
513,2019
514,2020
515,2020
516,2020
517,2020
518,2021
519,2021
520,2021
521,2021
522,2022
523,2022
524,2022
525,2019
526,2019
527,2019
528,2019
529,2020
530,2020
531,2020
532,2020
533,2021
534,2021
535,2021
536,2021
537,2022
538,2022
539,2022
540,2019
541,2019
542,2019
543,2019
544,2020
545,2020
546,2020
547,2020
548,2021
549,2021
550,2021
551,2021
552,2022
553,2022
554,2022
555,2019
556,2019
557,2019
558,2019
559,2020
560,2020
561,2020
562,2020
563,2021
564,2021
565,2021
566,2021
567,2022
568,2022
569,2022
570,2019
571,2019
572,2019
573,2019
574,2020
575,2020
576,2020
577,2020
578,2021
579,2021
580,2021
581,2021
582,2022
583,2022
584,2022
585,2019
586,2019
587,2019
588,2019
589,2020
590,2020
591,2020
592,2020
593,2021
594,2021
595,2021
596,2021
597,2022
598,2022
599,2022
600,2019
601,2019
602,2019
603,2019
604,2020
605,2020
606,2020
607,2020
608,2021
609,2021
610,2021
611,2021
612,2022
613,2022
614,2022
615,2019
616,2019
617,2019
618,2019
619,2020
620,2020
621,2020
622,2020
623,2021
624,2021
625,2021
626,2021
627,2022
628,2022
629,2022
630,2019
631,2019
632,2019
633,2019
634,2020
635,2020
636,2020
637,2020
638,2021
639,2021
640,2021
641,2021
642,2022
643,2022
644,2022
645,2019
646,2019
647,2019
648,2019
649,2020
650,2020
651,2020
652,2020
653,2021
654,2021
655,2021
656,2021
657,2022
658,2022
659,2022
660,2019
661,2019
662,2019
663,2019
664,2020
665,2020
666,2020
667,2020
668,2021
669,2021
670,2021
671,2021
672,2022
673,2022
674,2022
675,2019
676,2019
677,2019
678,2019
679,2020
680,2020
681,2020
682,2020
683,2021
684,2021
685,2021
686,2021
687,2022
688,2022
689,2022
690,2019
691,2019
692,2019
693,2019
694,2020
695,2020
696,2020
697,2020
698,2021
699,2021
700,2021
701,2021
702,2022
703,2022
704,2022
705,2019
706,2019
707,2019
708,2019
709,2020
710,2020
711,2020
712,2020
713,2021
714,2021
715,2021
716,2021
717,2022
718,2022
719,2022
720,2019
721,2019
722,2019
723,2019
724,2020
725,2020
726,2020
727,2020
728,2021
729,2021
730,2021
731,2021
732,2022
733,2022
734,2022
735,2019
736,2019
737,2019
738,2019
739,2020
740,2020
741,2020
742,2020
743,2021
744,2021
745,2021
746,2021
747,2022
748,2022
749,2022
750,2019
751,2019
752,2019
753,2019
754,2020
755,2020
756,2020
757,2020
758,2021
759,2021
760,2021
761,2021
762,2022
763,2022
764,2022
765,2019
766,2019
767,2019
768,2019
769,2020
770,2020
771,2020
772,2020
773,2021
774,2021
775,2021
776,2021
777,2022
778,2022
779,2022
780,2019
781,2019
782,2019
783,2019
784,2020
785,2020
786,2020
787,2020
788,2021
789,2021
790,2021
791,2021
792,2022
793,2022
794,2022
795,2019
796,2019
797,2019
798,2019
799,2020
800,2020
801,2020
802,2020
803,2021
804,2021
805,2021
806,2021
807,2022
808,2022
809,2022
810,2019
811,2019
812,2019
813,2019
814,2020
815,2020
816,2020
817,2020
818,2021
819,2021
820,2021
821,2021
822,2022
823,2022
824,2022
825,2019
826,2019
827,2019
828,2019
829,2020
830,2020
831,2020
832,2020
833,2021
834,2021
835,2021
836,2021
837,2022
838,2022
839,2022
840,2019
841,2019
842,2019
843,2019
844,2020
845,2020
846,2020
847,2020
848,2021
849,2021
850,2021
851,2021
852,2022
853,2022
854,2022
855,2019
856,2019
857,2019
858,2019
859,2020
860,2020
861,2020
862,2020
863,2021
864,2021
865,2021
866,2021
867,2022
868,2022
869,2022
870,2019
871,2019
872,2019
873,2019
874,2020
875,2020
876,2020
877,2020
878,2021
879,2021
880,2021
881,2021
882,2022
883,2022
884,2022
885,2019
886,2019
887,2019
888,2019
889,2020
890,2020
891,2020
892,2020
893,2021
894,2021
895,2021
896,2021
897,2022
898,2022
899,2022
900,2019
901,2019
902,2019
903,2019
904,2020
905,2020
906,2020
907,2020
908,2021
909,2021
910,2021
911,2021
912,2022
913,2022
914,2022
915,2019
916,2019
917,2019
918,2019
919,2020
920,2020
921,2020
922,2020
923,2021
924,2021
925,2021
926,2021
927,2022
928,2022
929,2022
930,2019
931,2019
932,2019
933,2019
934,2020
935,2020
936,2020
937,2020
938,2021
939,2021
940,2021
941,2021
942,2022
943,2022
944,2022
945,2019
946,2019
947,2019
948,2019
949,2020
950,2020
951,2020
952,2020
953,2021
954,2021
955,2021
956,2021
957,2022
958,2022
959,2022
960,2019
961,2019
962,2019
963,2019
964,2020
965,2020
966,2020
967,2020
968,2021
969,2021
970,2021
971,2021
972,2022
973,2022
974,2022
975,2019
976,2019
977,2019
978,2019
979,2020
980,2020
981,2020
982,2020
983,2021
984,2021
985,2021
986,2021
987,2022
988,2022
989,2022
990,2019
991,2019
992,2019
993,2019
994,2020
995,2020
996,2020
997,2020
998,2021
999,2021
1000,2021
1001,2021
1002,2022
1003,2022
1004,2022
1005,2019
1006,2019
1007,2019
1008,2019
1009,2020
1010,2020
1011,2020
1012,2020
1013,2021
1014,2021
1015,2021
1016,2021
1017,2022
1018,2022
1019,2022
1020,2019
1021,2019
1022,2019
1023,2019
1024,2020
1025,2020
1026,2020
1027,2020
1028,2021
1029,2021
1030,2021
1031,2021
1032,2022
1033,2022
1034,2022
1035,2019
1036,2019
1037,2019
1038,2019
1039,2020
1040,2020
1041,2020
1042,2020
1043,2021
1044,2021
1045,2021
1046,2021
1047,2022
1048,2022
1049,2022
1050,2019
1051,2019
1052,2019
1053,2019
1054,2020
1055,2020
1056,2020
1057,2020
1058,2021
1059,2021
1060,2021
1061,2021
1062,2022
1063,2022
1064,2022
1065,2019
1066,2019
1067,2019
1068,2019
1069,2020
1070,2020
1071,2020
1072,2020
1073,2021
1074,2021
1075,2021
1076,2021
1077,2022
1078,2022
1079,2022
1080,2019
1081,2019
1082,2019
1083,2019
1084,2020
1085,2020
1086,2020
1087,2020
1088,2021
1089,2021
1090,2021
1091,2021
1092,2022
1093,2022
1094,2022
1095,2019
1096,2019
1097,2019
1098,2019
1099,2020
1100,2020
1101,2020
1102,2020
1103,2021
1104,2021
1105,2021
1106,2021
1107,2022
1108,2022
1109,2022
1110,2019
1111,2019
1112,2019
1113,2019
1114,2020
1115,2020
1116,2020
1117,2020
1118,2021
1119,2021
1120,2021
1121,2021
1122,2022
1123,2022
1124,2022
1125,2019
1126,2019
1127,2019
1128,2019
1129,2020
1130,2020
1131,2020
1132,2020
1133,2021
1134,2021
1135,2021
1136,2021
1137,2022
1138,2022
1139,2022
1140,2019
1141,2019
1142,2019
1143,2019
1144,2020
1145,2020
1146,2020
1147,2020
1148,2021
1149,2021
1150,2021
1151,2021
1152,2022
1153,2022
1154,2022
1155,2019
1156,2019
1157,2019
1158,2019
1159,2020
1160,2020
1161,2020
1162,2020
1163,2021
1164,2021
1165,2021
1166,2021
1167,2022
1168,2022
1169,2022
1170,2019
1171,2019
1172,2019
1173,2019
1174,2020
1175,2020
1176,2020
1177,2020
1178,2021
1179,2021
1180,2021
1181,2021
1182,2022
1183,2022
1184,2022
1185,2019
1186,2019
1187,2019
1188,2019
1189,2020
1190,2020
1191,2020
1192,2020
1193,2021
1194,2021
1195,2021
1196,2021
1197,2022
1198,2022
1199,2022
1200,2019
1201,2019
1202,2019
1203,2019
1204,2020
1205,2020
1206,2020
1207,2020
1208,2021
1209,2021
1210,2021
1211,2021
1212,2022
1213,2022
1214,2022
1215,2019
1216,2019
1217,2019
1218,2019
1219,2020
1220,2020
1221,2020
1222,2020
1223,2021
1224,2021
1225,2021
1226,2021
1227,2022
1228,2022
1229,2022
1230,2019
1231,2019
1232,2019
1233,2019
1234,2020
1235,2020
1236,2020
1237,2020
1238,2021
1239,2021
1240,2021
1241,2021
1242,2022
1243,2022
1244,2022
1245,2019
1246,2019
1247,2019
1248,2019
1249,2020
1250,2020
1251,2020
1252,2020
1253,2021
1254,2021
1255,2021
1256,2021
1257,2022
1258,2022
1259,2022
1260,2019
1261,2019
1262,2019
1263,2019
1264,2020
1265,2020
1266,2020
1267,2020
1268,2021
1269,2021
1270,2021
1271,2021
1272,2022
1273,2022
1274,2022
1275,2019
1276,2019
1277,2019
1278,2019
1279,2020
1280,2020
1281,2020
1282,2020
1283,2021
1284,2021
1285,2021
1286,2021
1287,2022
1288,2022
1289,2022
1290,2019
1291,2019
1292,2019
1293,2019
1294,2020
1295,2020
1296,2020
1297,2020
1298,2021
1299,2021
1300,2021
1301,2021
1302,2022
1303,2022
1304,2022
1305,2019
1306,2019
1307,2019
1308,2019
1309,2020
1310,2020
1311,2020
1312,2020
1313,2021
1314,2021
1315,2021
1316,2021
1317,2022
1318,2022
1319,2022
1320,2019
1321,2019
1322,2019
1323,2019
1324,2020
1325,2020
1326,2020
1327,2020
1328,2021
1329,2021
1330,2021
1331,2021
1332,2022
1333,2022
1334,2022
1335,2019
1336,2019
1337,2019
1338,2019
1339,2020
1340,2020
1341,2020
1342,2020
1343,2021
1344,2021
1345,2021
1346,2021
1347,2022
1348,2022
1349,2022
1350,2019
1351,2019
1352,2019
1353,2019
1354,2020
1355,2020
1356,2020
1357,2020
1358,2021
1359,2021
1360,2021
1361,2021
1362,2022
1363,2022
1364,2022
1365,2019
1366,2019
1367,2019
1368,2019
1369,2020
1370,2020
1371,2020
1372,2020
1373,2021
1374,2021
1375,2021
1376,2021
1377,2022
1378,2022
1379,2022
1380,2019
1381,2019
1382,2019
1383,2019
1384,2020
1385,2020
1386,2020
1387,2020
1388,2021
1389,2021
1390,2021
1391,2021
1392,2022
1393,2022
1394,2022
1395,2019
1396,2019
1397,2019
1398,2019
1399,2020
1400,2020
1401,2020
1402,2020
1403,2021
1404,2021
1405,2021
1406,2021
1407,2022
1408,2022
1409,2022
1410,2019
1411,2019
1412,2019
1413,2019
1414,2020
1415,2020
1416,2020
1417,2020
1418,2021
1419,2021
1420,2021
1421,2021
1422,2022
1423,2022
1424,2022
1425,2019
1426,2019
1427,2019
1428,2019
1429,2020
1430,2020
1431,2020
1432,2020
1433,2021
1434,2021
1435,2021
1436,2021
1437,2022
1438,2022
1439,2022
1440,2019
1441,2019
1442,2019
1443,2019
1444,2020
1445,2020
1446,2020
1447,2020
1448,2021
1449,2021
1450,2021
1451,2021
1452,2022
1453,2022
1454,2022
1455,2019
1456,2019
1457,2019
1458,2019
1459,2020
1460,2020
1461,2020
1462,2020
1463,2021
1464,2021
1465,2021
1466,2021
1467,2022
1468,2022
1469,2022
1470,2019
1471,2019
1472,2019
1473,2019
1474,2020
1475,2020
1476,2020
1477,2020
1478,2021
1479,2021
1480,2021
1481,2021
1482,2022
1483,2022
1484,2022
1485,2019
1486,2019
1487,2019
1488,2019
1489,2020
1490,2020
1491,2020
1492,2020
1493,2021
1494,2021
1495,2021
1496,2021
1497,2022
1498,2022
1499,2022
1500,2019
1501,2019
1502,2019
1503,2019
1504,2020
1505,2020
1506,2020
1507,2020
1508,2021
1509,2021
1510,2021
1511,2021
1512,2022
1513,2022
1514,2022
1515,2019
1516,2019
1517,2019
1518,2019
1519,2020
1520,2020
1521,2020
1522,2020
1523,2021
1524,2021
1525,2021
1526,2021
1527,2022
1528,2022
1529,2022
1530,2019
1531,2019
1532,2019
1533,2019
1534,2020
1535,2020
1536,2020
1537,2020
1538,2021
1539,2021
1540,2021
1541,2021
1542,2022
1543,2022
1544,2022
1545,2019
1546,2019
1547,2019
1548,2019
1549,2020
1550,2020
1551,2020
1552,2020
1553,2021
1554,2021
1555,2021
1556,2021
1557,2022
1558,2022
1559,2022
1560,2019
1561,2019
1562,2019
1563,2019
1564,2020
1565,2020
1566,2020
1567,2020
1568,2021
1569,2021
1570,2021
1571,2021
1572,2022
1573,2022
1574,2022
1575,2019
1576,2019
1577,2019
1578,2019
1579,2020
1580,2020
1581,2020
1582,2020
1583,2021
1584,2021
1585,2021
1586,2021
1587,2022
1588,2022
1589,2022
1590,2019
1591,2019
1592,2019
1593,2019
1594,2020
1595,2020
1596,2020
1597,2020
1598,2021
1599,2021
1600,2021
1601,2021
1602,2022
1603,2022
1604,2022
1605,2019
1606,2019
1607,2019
1608,2019
1609,2020
1610,2020
1611,2020
1612,2020
1613,2021
1614,2021
1615,2021
1616,2021
1617,2022
1618,2022
1619,2022
1620,2019
1621,2019
1622,2019
1623,2019
1624,2020
1625,2020
1626,2020
1627,2020
1628,2021
1629,2021
1630,2021
1631,2021
1632,2022
1633,2022
1634,2022
1635,2019
1636,2019
1637,2019
1638,2019
1639,2020
1640,2020
1641,2020
1642,2020
1643,2021
1644,2021
1645,2021
1646,2021
1647,2022
1648,2022
1649,2022
1650,2019
1651,2019
1652,2019
1653,2019
1654,2020
1655,2020
1656,2020
1657,2020
1658,2021
1659,2021
1660,2021
1661,2021
1662,2022
1663,2022
1664,2022
1665,2019
1666,2019
1667,2019
1668,2019
1669,2020
1670,2020
1671,2020
1672,2020
1673,2021
1674,2021
1675,2021
1676,2021
1677,2022
1678,2022
1679,2022
1680,2019
1681,2019
1682,2019
1683,2019
1684,2020
1685,2020
1686,2020
1687,2020
1688,2021
1689,2021
1690,2021
1691,2021
1692,2022
1693,2022
1694,2022
1695,2019
1696,2019
1697,2019
1698,2019
1699,2020
1700,2020
1701,2020
1702,2020
1703,2021
1704,2021
1705,2021
1706,2021
1707,2022
1708,2022
1709,2022
1710,2019
1711,2019
1712,2019
1713,2019
1714,2020
1715,2020
1716,2020
1717,2020
1718,2021
1719,2021
1720,2021
1721,2021
1722,2022
1723,2022
1724,2022
1725,2019
1726,2019
1727,2019
1728,2019
1729,2020
1730,2020
1731,2020
1732,2020
1733,2021
1734,2021
1735,2021
1736,2021
1737,2022
1738,2022
1739,2022
1740,2019
1741,2019
1742,2019
1743,2019
1744,2020
1745,2020
1746,2020
1747,2020
1748,2021
1749,2021
1750,2021
1751,2021
1752,2022
1753,2022
1754,2022
1755,2019
1756,2019
1757,2019
1758,2019
1759,2020
1760,2020
1761,2020
1762,2020
1763,2021
1764,2021
1765,2021
1766,2021
1767,2022
1768,2022
1769,2022
1770,2019
1771,2019
1772,2019
1773,2019
1774,2020
1775,2020
1776,2020
1777,2020
1778,2021
1779,2021
1780,2021
1781,2021
1782,2022
1783,2022
1784,2022
1785,2019
1786,2019
1787,2019
1788,2019
1789,2020
1790,2020
1791,2020
1792,2020
1793,2021
1794,2021
1795,2021
1796,2021
1797,2022
1798,2022
1799,2022
1800,2019
1801,2019
1802,2019
1803,2019
1804,2020
1805,2020
1806,2020
1807,2020
1808,2021
1809,2021
1810,2021
1811,2021
1812,2022
1813,2022
1814,2022
1815,2019
1816,2019
1817,2019
1818,2019
1819,2020
1820,2020
1821,2020
1822,2020
1823,2021
1824,2021
1825,2021
1826,2021
1827,2022
1828,2022
1829,2022
1830,2019
1831,2019
1832,2019
1833,2019
1834,2020
1835,2020
1836,2020
1837,2020
1838,2021
1839,2021
1840,2021
1841,2021
1842,2022
1843,2022
1844,2022
1845,2019
1846,2019
1847,2019
1848,2019
1849,2020
1850,2020
1851,2020
1852,2020
1853,2021
1854,2021
1855,2021
1856,2021
1857,2022
1858,2022
1859,2022
1860,2019
1861,2019
1862,2019
1863,2019
1864,2020
1865,2020
1866,2020
1867,2020
1868,2021
1869,2021
1870,2021
1871,2021
1872,2022
1873,2022
1874,2022
1875,2019
1876,2019
1877,2019
1878,2019
1879,2020
1880,2020
1881,2020
1882,2020
1883,2021
1884,2021
1885,2021
1886,2021
1887,2022
1888,2022
1889,2022
1890,2019
1891,2019
1892,2019
1893,2019
1894,2020
1895,2020
1896,2020
1897,2020
1898,2021
1899,2021
1900,2021
1901,2021
1902,2022
1903,2022
1904,2022
1905,2019
1906,2019
1907,2019
1908,2019
1909,2020
1910,2020
1911,2020
1912,2020
1913,2021
1914,2021
1915,2021
1916,2021
1917,2022
